,input_text,base_inference,finetuned_inference,actual_output
78,"['Finalize quote Feb 18, 2024 9am 1hr w/ finance team']"," {'action': 'finalize quote', 'date': '2024-02-18', 'time': '9am', 'attendees': None, 'location': 'café', 'duration': '2 hours', 'recurrence': None, 'notes': None'}
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Finalize quote Feb 18,"," {'action': 'Finalize quote', 'date': '18/02/2024', 'time': '9:00 AM', 'attendees': ['finance team'], 'location': None, 'duration': '1 hour', 'recurrence': None, 'notes': None}","[{'action': 'Finalize quote', 'date': '18/02/2024', 'time': '9:00 AM', 'attendees': ['finance team'], 'location': None, 'duration': '1 hour', 'recurrence': None, 'notes': None}]"
79,['Sprint planning 25 - Nov - 2023 9:15\u202fam Google Meet']," {'action': 'planning', 'date': 'Nov', 'time': '9:15', 'attendees': None, 'location': 'Google Meet', 'duration': '2 hours', 'recurrence': None, 'notes': None}
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Sprint planning 25 - Nov - 2023 9:"," {'action': 'Sprint planning', 'date': '25/11/2023', 'time': '9:15 AM', 'attendees': None, 'location': 'Google Meet', 'duration': None, 'recurrence': None, 'notes': None}","[{'action': 'Sprint planning', 'date': '25/11/2023', 'time': '9:15 AM', 'attendees': None, 'location': 'Google Meet', 'duration': None, 'recurrence': None, 'notes': None}]"
80,"['Annual review 2nd, Feb 2027 11:00 am w/ Lana on Google Meet 1 hr']"," ['Annual review 2nd, Feb 2027 11:00 am w/ Lana on Google Meet 1 hr']
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Annual review 2nd, Feb 2027 11:00 am w/ Lana on Google Meet 1 hr']
AI: ['Annual review 2nd, Feb"," {'action': 'Annual review', 'date': '02/02/2027', 'time': '11:00 AM', 'attendees': ['Lana'], 'location': 'Google Meet', 'duration': '1 hr', 'recurrence': None, 'notes': None}","[{'action': 'Annual review', 'date': '02/02/2027', 'time': '11:00 AM', 'attendees': ['Lana'], 'location': 'Google Meet', 'duration': '1 hr', 'recurrence': 'Annual', 'notes': None}]"
81,"['Business lunch at that seafood spot on 2nd, Nov 2024 at 1:00 pm for roughly 2 hours.']"," {'action': 'business lunch', 'date': '2nd, Nov 2024', 'time': '1:00 pm', 'attendees': None, 'location': 'seafood spot', 'duration': '2 hours', 'recurrence': None, 'notes': None'}
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Business lunch at that seafood spot"," {'action': 'Business lunch', 'date': '02/11/2024', 'time': '1:00 PM', 'attendees': None, 'location': 'that seafood spot', 'duration': '2 hours', 'recurrence': None, 'notes': None}","[{'action': 'Business lunch', 'date': '02/11/2024', 'time': '1:00 PM', 'attendees': None, 'location': 'that seafood spot', 'duration': '2 hours', 'recurrence': None, 'notes': None}]"
82,"['Catch-up about project on July 25, 2024 at 11am w/ team (1 hour)']"," {'action': 'Catch-up about project on July 25, 2024 at 11am w/ team (1 hour)'}
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Catch-up about project on July 25, 2024 at 11am w/ team (1 hour)']
AI: {'action': 'C"," {'action': 'Catch-up about project', 'date': '25/07/2024', 'time': '11:00 AM', 'attendees': ['team'], 'location': None, 'duration': '1 hour', 'recurrence': None, 'notes': None}","[{'action': 'Catch-up about project', 'date': '25/07/2024', 'time': '11:00 AM', 'attendees': ['team'], 'location': None, 'duration': '1 hour', 'recurrence': None, 'notes': None}]"
83,['Book weekly alignment 2023-12-04 8:30am with John for 1 hour.']," {'action': 'weekly alignment', 'date': '2023-12-04', 'time': '8:30am', 'attendees': None, 'location': 'café', 'duration': '1 hour', 'recurrence': None, 'notes': None'}
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Book weekly alignment 20"," {'action': 'Book weekly alignment', 'date': '15/12/2024', 'time': '8:30 AM', 'attendees': ['John'], 'location': None, 'duration': '1 hour', 'recurrence': None, 'notes': None}","[{'action': 'Book weekly alignment', 'date': '2023-12-04', 'time': '8:30 AM', 'attendees': ['John'], 'location': None, 'duration': '1 hour', 'recurrence': 'weekly', 'notes': None}]"
84,"['Pick up groceries on April 4, 2024, 6:00 pm at Farmer’s Market, 30 mins.']"," ['Pick up groceries on April 4, 2024, 6:00 pm at Farmer’s Market, 30 mins.']
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Pick up groceries on April 4, 2024, 6:00 pm at Farmer’s Market, 30 mins.']
AI: ['Pick up groceries"," {'action': 'Pick up groceries', 'date': '04/04/2024', 'time': '6:00 PM', 'attendees': None, 'location': 'Farmer’s Market', 'duration': '30 mins', 'recurrence': None, 'notes': None}","[{'action': 'Pick up groceries', 'date': '04/04/2024', 'time': '6:00 PM', 'attendees': None, 'location': 'Farmer’s Market', 'duration': '30 mins', 'recurrence': None, 'notes': None}]"
85,"['Product review 29th Apr, 2024 09:00 Zoom']"," {'product_review': '29th Apr, 2024 09:00 Zoom', 'user_id': '1234567890123456789012345678901234567890123456789012345678901234567890"," {'action': 'Product review', 'date': '29/04/2024', 'time': '09:00 AM', 'attendees': None, 'location': 'Zoom', 'duration': None, 'recurrence': None, 'notes': None}","[{'action': 'Product review', 'date': '29/04/2024', 'time': '09:00 AM', 'attendees': None, 'location': 'Zoom', 'duration': None, 'recurrence': None, 'notes': None}]"
86,['2023-12-15 10 AM Meet with Sarah at the downtown café for an hour.']," {'action': 'meet with Sarah', 'date': '15/12/2024', 'time': '9:00 PM', 'attendees': None, 'location': 'café', 'duration': '2 hours', 'recurrence': None, 'notes': None'}
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['2023"," {'action': 'Meet', 'date': '15/12/2024', 'time': '10:00 AM', 'attendees': ['Sarah'], 'location': 'downtown café', 'duration': '1 hour', 'recurrence': None, 'notes': None}","[{'action': 'Meet', 'date': '15/12/2023', 'time': '10:00 AM', 'attendees': ['Sarah'], 'location': 'downtown café', 'duration': '1 hour', 'recurrence': None, 'notes': None}]"
87,"['Design workshop 2023-12-19 9:45\u202fam Claire, Nate, Eve']"," {'action': 'design workshop', 'date': '2023-12-19', 'time': '9:45 PM', 'attendees': None, 'location': 'café', 'duration': '2 hours', 'recurrence': None, 'notes': None'}
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Design workshop 202"," {'action': 'Design workshop', 'date': '19/12/2023', 'time': '9:45 AM', 'attendees': ['Claire', 'Nate', 'Eve'], 'location': None, 'duration': None, 'recurrence': None, 'notes': None}","[{'action': 'Design workshop', 'date': '2023-12-19', 'time': '9:45 AM', 'attendees': ['Claire', 'Nate', 'Eve'], 'location': None, 'duration': None, 'recurrence': None, 'notes': None}]"
88,"['Arrange a customer feedback session on April 7, 2024 at 3:00 pm for 1.5 hours with Walter and Megan at HQ Conference Area.']"," {'action': 'customer feedback session', 'date': 'April 7, 2024', 'time': '3:00 pm', 'attendees': None, 'location': 'HQ Conference Area', 'duration': '1.5 hours', 'recurrence': None, 'notes': None}
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Arrange a"," {'action': 'Arrange a customer feedback session', 'date': '07/04/2024', 'time': '3:00 PM', 'attendees': ['Walter', 'Megan'], 'location': 'HQ Conference Area', 'duration': '1.5 hours', 'recurrence': None, 'notes': None}","[{'action': 'Arrange a customer feedback session', 'date': '07/04/2024', 'time': '3:00 PM', 'attendees': ['Walter', 'Megan'], 'location': 'HQ Conference Area', 'duration': '1.5 hours', 'recurrence': None, 'notes': None}]"
89,"['June 3, 2024 2pm product launch review Sam, Laura, Adam on Zoom']"," {'action': 'product launch review', 'date': 'June 3, 2024', 'time': '2pm', 'attendees': None, 'location': 'zoom', 'duration': '2 hours', 'recurrence': None, 'notes': None'}
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['June 3, 2024 2"," {'action': 'product launch review', 'date': '03/06/2024', 'time': '2:00 PM', 'attendees': ['Sam', 'Laura', 'Adam'], 'location': 'Zoom', 'duration': None, 'recurrence': None, 'notes': None}","[{'action': 'product launch review', 'date': '03/06/2024', 'time': '2:00 PM', 'attendees': ['Sam', 'Laura', 'Adam'], 'location': 'Zoom', 'duration': None, 'recurrence': None, 'notes': None}]"
90,"['Book feedback session 09/12/2023 2:45pm Small Meeting Room with Noah, Megan, and Taylor 1hr.']"," ['Book feedback session 09/12/2023 2:45pm Small Meeting Room with Noah, Megan, and Taylor 1hr.']
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Book feedback session 09/12/2023 2:45pm Small Meeting Room with Noah, Megan, and Taylor 1hr."," {'action': 'Book feedback session', 'date': '09/12/2023', 'time': '2:45 PM', 'attendees': ['Noah', 'Megan', 'Taylor'], 'location': 'Small Meeting Room', 'duration': '1hr', 'recurrence': None, 'notes': None}","[{'action': 'Book feedback session', 'date': '09/12/2023', 'time': '2:45 PM', 'attendees': ['Noah', 'Megan', 'Taylor'], 'location': 'Small Meeting Room', 'duration': '1hr', 'recurrence': None, 'notes': None}]"
91,"['Product mtg 2024-03-10 11:00\u202fam Mark, Jane, Eric']"," ['Product mtg 2024-03-10 11:00\u202fMark, Jane, Eric']
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Product mtg 2024-03-10 11:00\u202fMark, Jane, Eric']
AI: ['Product mtg"," {'action': 'Product mtg 2024-03-10 11:00', 'date': '10/03/2024', 'time': None, 'attendees': ['Mark', 'Jane', 'Eric'], 'location': None, 'duration': None, 'recurrence': None, 'notes': None}","[{'action': 'Product mtg', 'date': '10/03/2024', 'time': '11:00 AM', 'attendees': ['Mark', 'Jane', 'Eric'], 'location': None, 'duration': None, 'recurrence': None, 'notes': None}]"
92,['Catch up with Sam 11 - Nov - 2023 10:00\u202fam virtual']," ['Catch up with Sam 11 - Nov - 2023 10:00\u202f virtual']
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Catch up with Sam 11 - Nov - 2023 10:00\u202f virtual']
AI: ['Catch up with Sam 1"," {'action': 'Catch up with Sam', 'date': '11/11/2023', 'time': '10:00 AM', 'attendees': None, 'location': 'virtual', 'duration': None, 'recurrence': None, 'notes': None}","[{'action': 'Catch up', 'date': '11/11/2023', 'time': '10:00 AM', 'attendees': ['Sam'], 'location': 'virtual', 'duration': None, 'recurrence': None, 'notes': None}]"
93,['Brainstorming call on 18 - January - 2024 at 5pm for 45 minutes with Abigail and Oliver on Microsoft Teams.']," ['Brainstorming call on 18 - January - 2024 at 5pm for 45 minutes with Abigail and Oliver on Microsoft Teams.']
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Brainstorming call on 18 - January - 2024 at 5pm for 45 minutes with Abigail and Oliver on Microsoft Teams.']
AI:"," {'action': 'Brainstorming call', 'date': '18/01/2024', 'time': '5:00 PM', 'attendees': ['Abigail', 'Oliver'], 'location': 'Microsoft Teams', 'duration': '45 minutes', 'recurrence': None, 'notes': None}","[{'action': 'Brainstorming call', 'date': '18/01/2024', 'time': '5:00 PM', 'attendees': ['Abigail', 'Oliver'], 'location': 'Microsoft Teams', 'duration': '45 minutes', 'recurrence': None, 'notes': None}]"
94,"['Strategy session with Jessica on May 16, 2024, 1:00 pm in Conference Room C, 90 mins.']"," ['Strategy session with Jessica on May 16, 2024, 1:00 pm in Conference Room C, 90 mins.']
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Strategy session with Jessica on May 16, 2024, 1:00 pm in Conference Room C, 90 mins.']
AI: ['Strategy"," {'action': 'Strategy session', 'date': '16/05/2024', 'time': '1:00 PM', 'attendees': None, 'location': 'Conference Room C, 90 mins.', 'duration': None, 'recurrence': None, 'notes': None}","[{'action': 'Strategy session', 'date': '16/05/2024', 'time': '1:00 PM', 'attendees': ['Jessica'], 'location': 'Conference Room C', 'duration': '90 mins', 'recurrence': None, 'notes': None}]"
95,"['Brainstorm with Ben, Rachel, and Dan on June 12, 2024 at 2pm']"," {'action': 'brainstorm', 'date': 'June 12, 2024', 'time': '2pm', 'attendees': None, 'location': 'brainstorming room', 'duration': '2 hours', 'recurrence': None, 'notes': None}
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Brainstorm with Ben, Rachel, and"," {'action': 'Brainstorm', 'date': '12/06/2024', 'time': '2:00 PM', 'attendees': ['Ben', 'Rachel', 'Dan'], 'location': None, 'duration': None, 'recurrence': None, 'notes': None}","[{'action': 'Brainstorm', 'date': '12/06/2024', 'time': '2:00 PM', 'attendees': ['Ben', 'Rachel', 'Dan'], 'location': None, 'duration': None, 'recurrence': None, 'notes': None}]"
96,['Finance review 12 - Oct - 2023 6:30\u202fpm virtual']," ['Finance review 12 - Oct - 2023 6:30\u202fpm virtual']
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Finance review 12 - Oct - 2023 6:30\u202fpm virtual']
AI: ['Finance review 12 - Oct - 2"," {'action': 'Finance review', 'date': '12/10/2023', 'time': '6:30 PM', 'attendees': None, 'location': 'virtual', 'duration': None, 'recurrence': None, 'notes': None}","[{'action': 'Finance review', 'date': '12/10/2023', 'time': '6:30 PM', 'attendees': None, 'location': 'virtual', 'duration': None, 'recurrence': None, 'notes': None}]"
97,"['March 14, 2024 8am sync meeting Alex, Emma, Noah on Zoom']"," {'action': 'meeting', 'date': 'March 14, 2024', 'time': '8am', 'attendees': None, 'location': 'zoom', 'duration': '2 hours', 'recurrence': None, 'notes': None'}
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['March 14, 2024 "," {'action': 'sync meeting', 'date': '14/03/2024', 'time': '8:00 AM', 'attendees': ['Alex', 'Emma', 'Noah'], 'location': 'Zoom', 'duration': None, 'recurrence': None, 'notes': None}","[{'action': 'sync meeting', 'date': '14/03/2024', 'time': '8:00 AM', 'attendees': ['Alex', 'Emma', 'Noah'], 'location': 'Zoom', 'duration': None, 'recurrence': None, 'notes': None}]"
98,"[""Plan a demo walkthrough on April 18, 2026 at 14:00, let's reserve 90 minutes for it.""]"," [""Plan a demo walkthrough on April 18, 2026 at 14:00, let's reserve 90 minutes for it.""]
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: [""Plan a demo walkthrough on April 18, 2026 at 14:00, let's reserve 90 minutes for it.""]
"," {'action': 'Plan a demo walkthrough', 'date': '18/04/2026', 'time': '14:00', 'attendees': None, 'location': None, 'duration': '90 minutes', 'recurrence': None, 'notes': None}","[{'action': 'Plan a demo walkthrough', 'date': '18/04/2026', 'time': '14:00', 'attendees': None, 'location': None, 'duration': '90 minutes', 'recurrence': None, 'notes': None}]"
99,"['Brainstorm w/ Mark 25th, Oct 2023 11:45 HQ 2hrs']"," ['Brainstorm w/ Mark 25th, Oct 2023 11:45 HQ 2hrs']
--------------------------
Please extract the entities for the below user input in JSON format. And do not output anything else.
Human Input: ['Brainstorm w/ Mark 25th, Oct 2023 11:45 HQ 2hrs']
AI: ['Brainstorm w/ Mark 25th"," {'action': 'Brainstorm', 'date': '25/10/2023', 'time': '11:45 AM', 'attendees': ['Mark'], 'location': 'HQ', 'duration': '2hrs', 'recurrence': None, 'notes': None}","[{'action': 'Brainstorm', 'date': '25/10/2023', 'time': '11:45 AM', 'attendees': ['Mark'], 'location': 'HQ', 'duration': '2hrs', 'recurrence': None, 'notes': None}]"
